velocity_m_s,Qtranslation1_N,Qtranslation2_N,Qrelative1_N,Qrelative2_N
-0.001,0.0,0.0,0.0,0.0
-0.0009666666666666667,0.0,0.0,0.0,0.0
-0.0009333333333333333,0.0,0.0,0.0,0.0
-0.0009,0.0,0.0,0.0,0.0
-0.0008666666666666666,0.0,0.0,0.0,0.0
-0.0008333333333333334,0.0,0.0,0.0,0.0
-0.0008,0.0,0.0,0.0,0.0
-0.0007666666666666667,0.0,0.0,0.0,0.0
-0.0007333333333333333,0.0,0.0,0.0,0.0
-0.0007,0.0,0.0,0.0,0.0
-0.0006666666666666666,0.0,0.0,0.0,0.0
-0.0006333333333333333,0.0,0.0,0.0,0.0
-0.0006,0.0,0.0,0.0,0.0
-0.0005666666666666667,0.0,0.0,0.0,0.0
-0.0005333333333333334,0.0,0.0,0.0,0.0
-0.0005,0.0,0.0,0.0,0.0
-0.00046666666666666666,0.0,0.0,0.0,0.0
-0.0004333333333333333,0.0,0.0,0.0,0.0
-0.0004,0.0,0.0,0.0,0.0
-0.00036666666666666667,0.0,0.0,0.0,0.0
-0.0003333333333333333,0.0,0.0,0.0,0.0
-0.0003,0.0,0.0,0.0,0.0
-0.0002666666666666667,0.0,0.0,0.0,0.0
-0.00023333333333333333,0.0,0.0,0.0,0.0
-0.0002,0.0,0.0,0.0,0.0
-0.00016666666666666666,0.0,0.0,0.0,0.0
-0.00013333333333333334,0.0,0.0,0.0,0.0
-0.0001,0.0,0.0,0.0,0.0
-6.666666666666667e-5,0.0,0.0,0.0,0.0
-3.3333333333333335e-5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
3.3333333333333335e-5,0.0,0.0,0.0,0.0
6.666666666666667e-5,0.0,0.0,0.0,0.0
0.0001,0.0,0.0,0.0,0.0
0.00013333333333333334,0.0,0.0,0.0,0.0
0.00016666666666666666,0.0,0.0,0.0,0.0
0.0002,0.0,0.0,0.0,0.0
0.00023333333333333333,0.0,0.0,0.0,0.0
0.0002666666666666667,0.0,0.0,0.0,0.0
0.0003,0.0,0.0,0.0,0.0
0.0003333333333333333,0.0,0.0,0.0,0.0
0.00036666666666666667,0.0,0.0,0.0,0.0
0.0004,0.0,0.0,0.0,0.0
0.0004333333333333333,0.0,0.0,0.0,0.0
0.00046666666666666666,0.0,0.0,0.0,0.0
0.0005,0.0,0.0,0.0,0.0
0.0005333333333333334,0.0,0.0,0.0,0.0
0.0005666666666666667,0.0,0.0,0.0,0.0
0.0006,0.0,0.0,0.0,0.0
0.0006333333333333333,0.0,0.0,0.0,0.0
0.0006666666666666666,0.0,0.0,0.0,0.0
0.0007,0.0,0.0,0.0,0.0
0.0007333333333333333,0.0,0.0,0.0,0.0
0.0007666666666666667,0.0,0.0,0.0,0.0
0.0008,0.0,0.0,0.0,0.0
0.0008333333333333334,0.0,0.0,0.0,0.0
0.0008666666666666666,0.0,0.0,0.0,0.0
0.0009,0.0,0.0,0.0,0.0
0.0009333333333333333,0.0,0.0,0.0,0.0
0.0009666666666666667,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0
