velocity_m_s,Qtranslation1_N,Qtranslation2_N,Qrelative1_N,Qrelative2_N
-0.006750469165661135,0.0,0.0,0.0,0.0
-0.0065254535268057644,0.0,0.0,0.0,0.0
-0.006300437887950393,0.0,0.0,0.0,0.0
-0.006075422249095022,0.0,0.0,0.0,0.0
-0.00585040661023965,0.0,0.0,0.0,0.0
-0.0056253909713842795,0.0,0.0,0.0,0.0
-0.005400375332528908,0.0,0.0,0.0,0.0
-0.005175359693673537,0.0,0.0,0.0,0.0
-0.004950344054818166,0.0,0.0,0.0,0.0
-0.004725328415962795,0.0,0.0,0.0,0.0
-0.004500312777107424,0.0,0.0,0.0,0.0
-0.004275297138252052,0.0,0.0,0.0,0.0
-0.004050281499396681,0.0,0.0,0.0,0.0
-0.00382526586054131,0.0,0.0,0.0,0.0
-0.003600250221685939,0.0,0.0,0.0,0.0
-0.0033752345828305676,0.0,0.0,0.0,0.0
-0.0031502189439751964,0.0,0.0,0.0,0.0
-0.002925203305119825,0.0,0.0,0.0,0.0
-0.002700187666264454,0.0,0.0,0.0,0.0
-0.002475172027409083,0.0,0.0,0.0,0.0
-0.002250156388553712,0.0,0.0,0.0,0.0
-0.0020251407496983407,0.0,0.0,0.0,0.0
-0.0018001251108429694,0.0,0.0,0.0,0.0
-0.0015751094719875982,0.0,0.0,0.0,0.0
-0.001350093833132227,0.0,0.0,0.0,0.0
-0.001125078194276856,0.0,0.0,0.0,0.0
-0.0009000625554214847,0.0,0.0,0.0,0.0
-0.0006750469165661135,0.0,0.0,0.0,0.0
-0.00045003127771074236,0.0,0.0,0.0,0.0
-0.00022501563885537118,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.00022501563885537118,0.0,0.0,0.0,0.0
0.00045003127771074236,0.0,0.0,0.0,0.0
0.0006750469165661135,0.0,0.0,0.0,0.0
0.0009000625554214847,0.0,0.0,0.0,0.0
0.001125078194276856,0.0,0.0,0.0,0.0
0.001350093833132227,0.0,0.0,0.0,0.0
0.0015751094719875982,0.0,0.0,0.0,0.0
0.0018001251108429694,0.0,0.0,0.0,0.0
0.0020251407496983407,0.0,0.0,0.0,0.0
0.002250156388553712,0.0,0.0,0.0,0.0
0.002475172027409083,0.0,0.0,0.0,0.0
0.002700187666264454,0.0,0.0,0.0,0.0
0.002925203305119825,0.0,0.0,0.0,0.0
0.0031502189439751964,0.0,0.0,0.0,0.0
0.0033752345828305676,0.0,0.0,0.0,0.0
0.003600250221685939,0.0,0.0,0.0,0.0
0.00382526586054131,0.0,0.0,0.0,0.0
0.004050281499396681,0.0,0.0,0.0,0.0
0.004275297138252052,0.0,0.0,0.0,0.0
0.004500312777107424,0.0,0.0,0.0,0.0
0.004725328415962795,0.0,0.0,0.0,0.0
0.004950344054818166,0.0,0.0,0.0,0.0
0.005175359693673537,0.0,0.0,0.0,0.0
0.005400375332528908,0.0,0.0,0.0,0.0
0.0056253909713842795,0.0,0.0,0.0,0.0
0.00585040661023965,0.0,0.0,0.0,0.0
0.006075422249095022,0.0,0.0,0.0,0.0
0.006300437887950393,0.0,0.0,0.0,0.0
0.0065254535268057644,0.0,0.0,0.0,0.0
0.006750469165661135,0.0,0.0,0.0,0.0
