velocity_m_s,Qtranslation1_N,Qtranslation2_N,Qrelative1_N,Qrelative2_N
-0.008699458908108533,0.0,0.0,0.0,0.0
-0.008409476944504916,0.0,0.0,0.0,0.0
-0.008119494980901297,0.0,0.0,0.0,0.0
-0.00782951301729768,0.0,0.0,0.0,0.0
-0.007539531053694062,0.0,0.0,0.0,0.0
-0.007249549090090444,0.0,0.0,0.0,0.0
-0.006959567126486826,0.0,0.0,0.0,0.0
-0.006669585162883208,0.0,0.0,0.0,0.0
-0.006379603199279591,0.0,0.0,0.0,0.0
-0.0060896212356759735,0.0,0.0,0.0,0.0
-0.005799639272072356,0.0,0.0,0.0,0.0
-0.005509657308468738,0.0,0.0,0.0,0.0
-0.00521967534486512,0.0,0.0,0.0,0.0
-0.004929693381261502,0.0,0.0,0.0,0.0
-0.004639711417657884,0.0,0.0,0.0,0.0
-0.0043497294540542665,0.0,0.0,0.0,0.0
-0.004059747490450649,0.0,0.0,0.0,0.0
-0.003769765526847031,0.0,0.0,0.0,0.0
-0.003479783563243413,0.0,0.0,0.0,0.0
-0.0031898015996397956,0.0,0.0,0.0,0.0
-0.002899819636036178,0.0,0.0,0.0,0.0
-0.00260983767243256,0.0,0.0,0.0,0.0
-0.002319855708828942,0.0,0.0,0.0,0.0
-0.0020298737452253243,0.0,0.0,0.0,0.0
-0.0017398917816217065,0.0,0.0,0.0,0.0
-0.001449909818018089,0.0,0.0,0.0,0.0
-0.001159927854414471,0.0,0.0,0.0,0.0
-0.0008699458908108533,0.0,0.0,0.0,0.0
-0.0005799639272072355,0.0,0.0,0.0,0.0
-0.00028998196360361777,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.00028998196360361777,0.0,0.0,0.0,0.0
0.0005799639272072355,0.0,0.0,0.0,0.0
0.0008699458908108533,0.0,0.0,0.0,0.0
0.001159927854414471,0.0,0.0,0.0,0.0
0.001449909818018089,0.0,0.0,0.0,0.0
0.0017398917816217065,0.0,0.0,0.0,0.0
0.0020298737452253243,0.0,0.0,0.0,0.0
0.002319855708828942,0.0,0.0,0.0,0.0
0.00260983767243256,0.0,0.0,0.0,0.0
0.002899819636036178,0.0,0.0,0.0,0.0
0.0031898015996397956,0.0,0.0,0.0,0.0
0.003479783563243413,0.0,0.0,0.0,0.0
0.003769765526847031,0.0,0.0,0.0,0.0
0.004059747490450649,0.0,0.0,0.0,0.0
0.0043497294540542665,0.0,0.0,0.0,0.0
0.004639711417657884,0.0,0.0,0.0,0.0
0.004929693381261502,0.0,0.0,0.0,0.0
0.00521967534486512,0.0,0.0,0.0,0.0
0.005509657308468738,0.0,0.0,0.0,0.0
0.005799639272072356,0.0,0.0,0.0,0.0
0.0060896212356759735,0.0,0.0,0.0,0.0
0.006379603199279591,0.0,0.0,0.0,0.0
0.006669585162883208,0.0,0.0,0.0,0.0
0.006959567126486826,0.0,0.0,0.0,0.0
0.007249549090090444,0.0,0.0,0.0,0.0
0.007539531053694062,0.0,0.0,0.0,0.0
0.00782951301729768,0.0,0.0,0.0,0.0
0.008119494980901297,0.0,0.0,0.0,0.0
0.008409476944504916,0.0,0.0,0.0,0.0
0.008699458908108533,0.0,0.0,0.0,0.0
